paragraph_id,text,sentiment
11,"(quarter-on-quarter percentage changes, seasonally and working day-adjusted quarterly data)",0.0
12,"Notes: Historical data may differ from the latest Eurostat publications. The vertical line indicates the start of the current projection horizon. This chart does not show uncertainty bands around the projections. This reflects the fact that the standard computation of the fan charts (based on historical projection errors) would not, in the present circumstances, provide a reliable indication of the high uncertainty surrounding the current projections. Instead, in order to better illustrate the current uncertainty, alternative scenarios which assume varying degrees of severity of the economic impact of the war in the Middle East are presented in Section 3.",0.11333333333333334
13,"Over the medium term, annual real GDP growth is projected to increase from 0.9% in 2026 to 1.3% in 2027 and 1.4% in 2028 as domestic demand recovers, on the underlying assumption embedded in energy price futures of a short-lived shock, and as the negative contribution of net exports turns marginally positive in 2027(Chart 2 and Table 2). The dip in annual growth in 2026 to 0.9%, from 1.5% in 2025, reflects both lower intra-year dynamics and a smaller carry-over effect. From an expenditure perspective, private consumption is projected to remain the largest contributor to growth, complemented by strong investment dynamics.",0.07007575757575758
14,"Domestic demand is expected to be supported by the ongoing fiscal stimulus related to defence and infrastructure spending. The cumulative growth impact from the fiscal spending on defence and infrastructure, mostly accounted for by Germany and with its strongest impulse in 2026, is estimated to be 0.5 percentage points.[4] The projections follow the usual conventions whereby only fiscal measures that have already been legislated or have been announced and are highly likely to be legislated are included. Possible future measures by governments to contain the economic impact from the crisis, such as those observed after the last energy price spike in 2022, are not included.",0.02916666666666667
15,(annual percentage changes and percentage point contributions),0.0
16,(annual percentage changes and percentage point contributions),0.0
17,"Notes: Data are seasonally and working day-adjusted. Historical data may differ from the latest Eurostat publications owing to data releases after the cut-off date for the projections. The vertical line indicates the start of the projection horizon. In panel a), carry-over effects relate to the impact on the annual average growth rate for year t due to growth up to the fourth quarter of year t-1.",0.045
18,"(annual percentage changes, unless otherwise indicated; revisions in percentage points)",0.0
19,Notes: Real GDP and components refer to seasonally and working day-adjusted data. Historical data may differ from the latest Eurostat publications owing to data releases after the cut-off date for the projections. Revisions are calculated from rounded data. 1) This includes intra-euro area trade. 2) Persons employed.,0.2333333333333333
20,"Compared with the December 2025 projections, real GDP growth has been revised down by 0.3 percentage points for 2026 and by 0.1 percentage points for 2027, and is unchanged for 2028 (Chart 3). Better than expected private consumption and investment data for 2025 were broadly offset by weaker net trade and government consumption contributions to growth, implying only a marginal upward revision to GDP growth for 2025. The war in the Middle East has led to a downward revision to average GDP growth for 2026, partly based on expert judgement accounting for the expected negative impact on consumer and business confidence from the spikes in uncertainty and financial and commodity market volatility. This revision implied a negative carry-over effect for growth in 2027 (Chart 3, panel a). The overall adverse impact of changes in assumptions for 2026-27 was partly offset by some upward effects from the fiscal impulse mostly related to somewhat less ambitious consolidation plans in one large country but also somewhat higher defence spending (see Box 3). The more supportive fiscal policies in some countries, the reduction in energy commodity prices and marginally stronger foreign demand would imply stronger growth in 2028, fully offsetting any persistent repercussions of the transitory shock to activity, resulting in no revision to growth for 2028. In terms of expenditure components (Chart 3, panel b), the downward revisions for 2026-27 refer to consumption and investment as well as changes in inventories, the latter reflecting weaker imports.",0.04498181216931218
21,Revisions to real GDP growth projections compared with the December 2025 staff projections,0.2
22,a) Decomposition into intra-year and carry-over effects,0.0
23,b) Decomposition into the main expenditure components,0.16666666666666666
24,Notes: The vertical line indicates the start of the projection horizon. Revisions are calculated based on unrounded figures.,0.0
25,"The labour market is projected to remain resilient overall, as firms are expected to hoard labour in reaction to a temporary dip in economic activity owing to the war in the Middle East. In 2025, employment growth declined following years of rather strong growth. Before the war in the Middle East, growth in employment was already projected to decline in 2026 and 2027, continuing the rebalancing phase. In the present climate, firms are largely expected to hoard labour in the short run in view of the negative shock to output emerging from the assumed transitory fallout from the war in the Middle East. However, this effect may be tempered by pressure on profits from high input costs, which would limit the scope for labour hoarding. Overall, employment growth is projected to decline more strongly in 2027 and 2028 compared with the December projections (Chart 4, panel a). This adjustment path gives rise to short-term downward revisions in labour productivity growth relative to the December projections, which are compensated for by gains in 2027 and 2028. Similarly, the unemployment rate is expected to increase slightly in 2026, followed by a decline starting in 2027, and to reach a level of 6.1% by the end of 2028 – an upward revision compared with the December projections (Chart 4, panel b).",0.04571428571428571
26,Note: The vertical line indicates the start of the current projection horizon.,0.0
27,"As with the euro area, the adverse effects of the war in the Middle East on the global economy are expected to be primarily driven by sharply higher energy commodity prices.[5] These, together with tighter global financial conditions and heightened uncertainty, have dampened the outlook for the global economy, which had previously been supported by rising artificial intelligence-related investment and favourable economic policies in major economies. Additionally, lower US tariffs following a US Supreme Court decision – despite being partially offset by a temporary global tariff imposed by the US Administration (see Box 2) – are providing some support to global growth, although trade policy uncertainty remains elevated.",-0.00338541666666666
28,"The conflict is estimated to reduce world real GDP growth in the baseline projections by 0.4 percentage points over the next two years, reflecting the assumed trajectory of energy commodity prices. Relative to the December projections, the war offsets the positive impact on global growth stemming from stronger than expected growth in late 2025 and the moderate boost from lower US tariffs. Overall, world real GDP growth is projected to decrease to 3.3% in 2026, down from 3.6% in 2025, and is expected to remain steady in both 2027 and 2028, broadly unchanged from the previous projections (Table A).",0.002281144781144782
29,"(annual percentage changes, revisions in percentage points)",0.0
30,Note: Revisions are calculated from rounded figures. 1) Calculated as a weighted average of imports.2) Calculated as a weighted average of imports of euro area trading partners.3) Calculated as a weighted average of the export deflators of euro area trading partners.,-0.15
31,"Compared with the previous projection round, world headline consumer price index (CPI) inflation has been revised up for the next two years, driven by the energy price shock.[6] For 2026, the inflationary impact of higher energy prices is partially offset by the lower than expected inflation data and the effect of lower tariffs. Global headline inflation is expected to remain at 3.1%, unchanged from last year, before declining to 2.7% in 2027 and 2.5% in 2028.",-0.04629629629629631
32,"The conflict is expected to weaken euro area foreign demand and raise export prices of euro area competitors. Higher energy prices should reduce demand in the euro area’s trading partners, including for goods and services exported from the euro area. This negative impact outweighs the positive effect of slightly reduced tariffs compared with the previous projection round. However, stronger than expected data suggest slightly higher growth in euro area foreign demand this year compared with the December projections. Growth in euro area foreign demand is projected to slow sharply to 2.1% in 2026, down from 4.3% in 2025. Export prices of euro area competitors, expressed in euro, are projected to rise more sharply this year than previously projected, reflecting the combined effect of pass-through of higher global energy prices and the depreciation of the euro observed since the conflict began.",-0.04016414141414141
33,"Compared with the December 2025 projections, the technical assumptions entail notably higher energy commodity prices for 2026 owing to the conflict in the Middle East, but lower carbon prices and higher equity prices. Following the US-Israeli military action against Iran on 28 February and the subsequent retaliation by the Iranian regime, both oil and gas prices have surged amid considerable volatility. As a result, assumptions about prices for oil and gas for 2026 have been revised up by almost 30% and 57% respectively relative to the December 2025 projections (Chart A). However, in 2028, as the forward curve for oil and gas prices slopes strongly downwards, prices for oil and gas are expected to be, respectively, only 10% and 4% higher than in the December projections. Electricity prices are assumed to be almost 17% above the December projections in 2026 but, on average, 1.5% below in 2027 and 2028. EU Emissions Trading System 1 (ETS1) prices have been revised down, on average, by 13% over the whole projection horizon, while the price assumption for the ETS2 scheme has been kept unchanged. The euro has remained broadly unchanged since the December projections, both against the US dollar and in nominal effective terms, amid significant volatility. Market expectations for short-term interest rates have been revised up by 0.3 percentage points for 2026, by 0.5 percentage points for 2027 and by 0.3 percentage points for 2028, while long-term rates have been revised up by 0.1 percentage points throughout the projection horizon.",0.08933080808080808
34,Note: The vertical line indicates the start of the projection horizon.,0.0
35,"Following a ruling of the US Supreme Court, the effective tariff rates applied by the United States on imports, including those from the euro area, have decreased compared with the previous projections. Given that the tariffs previously imposed by the US Administration under the International Emergency Economic Powers Act were ruled as unconstitutional, a temporary “global” 10% flat tariff on US imports has been introduced with exemptions similar to those that previously applied. This tariff applies regardless of existing trade deals with the United States and is assumed to remain unchanged over the projection horizon. The new global tariff implies a reduction in the US effective tariff rate on euro area imports from 12.1% to 10.5% compared with the December projections.[7] As the changes imply larger tariff reductions for other US trading partners, in particular China, Brazil and India, the impact on the overall US effective tariff rate is larger (4.9 percentage points lower than in the December projections) and the rate is now estimated to stand at 13.7%. Euro area exporters have, to some extent, therefore lost competitiveness in the US market relative to exporters from third countries that benefit from a larger fall in tariff rates.[8]",0.054479578392621866
36,EU Emissions Trading System 1 (ETS1) allowances (EUR/tonne of CO2),0.0
37,EU Emissions Trading System 2 (ETS2) allowances (EUR/tonne of CO2),0.0
38,"Non-energy commodity prices, in USD (annual percentage change)",0.0
39,Euro nominal effective exchange rate (EER40) (Q1 1999 = 100),0.6
40,Ten-year government bond yields (percentage per annum),0.0
41,"Notes: Revisions are expressed as percentages for levels and as percentage points for growth rates and percentages per annum. Revisions for growth rates and interest rates are calculated on figures rounded to one decimal place, while revisions reported as percentage changes are calculated on unrounded figures. The technical assumptions about euro area interest rates and commodity prices are based on market expectations, with a cut-off date of 11 March 2026. Oil prices refer to Brent crude oil spot and futures prices. Gas prices refer to the Dutch TTF gas spot and futures prices. Electricity prices refer to the average wholesale spot and futures price for the five largest euro area countries. The “synthetic” future price for ETS1 allowances (EUA) is derived as the end-of-month linearly interpolated value of the two nearest European Energy Exchange EUA futures. Monthly EUA futures prices are then averaged to produce an equivalent to annual frequency. In the absence of meaningful trading of ETS2 allowances, the price assumptions were set by staff in line with the assumption of the European Commission in its Autumn 2025 Economic Forecast (see Box 2 of the December 2025 projections article). The paths of commodity prices are implied by futures markets in the three working days ending on the cut-off date. Bilateral exchange rates are assumed to remain unchanged over the projection horizon at the average levels prevailing in the three working days ending on the cut-off date. The assumptions for euro area ten-year nominal government bond yields are based on the average of countries’ ten-year bond yields, weighted by annual GDP figures. Where the necessary data exist, the country-specific ten-year nominal government bond yields are defined as the ten-year benchmark bond yields prolonged using the forward par yields derived, on the cut-off date, from the corresponding country-specific yield curves. For the other countries, the country-specific ten-year government bond yields are defined as the ten-year benchmark bond yield prolonged using a constant spread (observed on the cut-off date) over the technical euro area risk-free long-term interest rate assumption.",-0.011718749999999993
42,"Headline inflation is projected to increase from 2.1% in 2025 to 2.6% in 2026, reflecting the substantial increases in oil and gas wholesale prices (Chart 5 and Chart 6). In the first half of 2026 the evolution of headline inflation is seen to follow the surge in energy inflation, which is in line with futures prices but also reflects the recent rise in refining and distribution margins for transport fuels.[9] Headline inflation is seen to increase from 2.1% in first quarter of 2026 to 3.1% in the second quarter, and then to decelerate to 2.7% in the second half of the year. Food inflation is expected to decrease further in the short term and to increase somewhat only later in the year owing to rising pipeline pressures from energy prices and other input costs. HICPX inflation is seen to stabilise around 2.3%, with indirect effects from energy inflation expected to be limited.",-0.015317460317460315
43,"Notes: The vertical line indicates the start of the current projection horizon. This chart does not show uncertainty bands around the projections. This reflects the fact that the standard computation of the fan charts (based on historical projection errors) would not, in the present circumstances, provide a reliable indication of the high uncertainty surrounding the current projections. Instead, in order to better illustrate the current uncertainty, alternative scenarios which assume varying degrees of severity of the economic impact of the war in the Middle East are presented in Section 3.",0.08600000000000001
44,Euro area HICP inflation – decomposition into the main components,0.16666666666666666
45,Note: The vertical line indicates the start of the current projection horizon.,0.0
46,"In 2027 HICP inflation is expected to decrease to 2.0%, mainly owing to a fall in energy inflation, before rising to 2.1% in 2028 largely related to a pick-up in energy inflation driven by carbon prices (Chart 7, panel b). The decline in headline inflation in 2027 mainly reflects downward base effects and falling energy prices in line with a declining profile of wholesale oil and gas futures (see Box 2), with energy inflation pushed back into negative territory as of the second quarter (Chart 7, panel a). HICPX inflation is seen to moderate slightly, while food inflation increases further. The rise in headline inflation to 2.1% in 2028 is mainly attributed to a significant increase in energy inflation, driven by climate transition-related fiscal measures and, in particular, the introduction of ETS2, which is seen to push headline inflation up by 0.2 percentage points.[10]",-0.023214285714285725
47,"Food inflation is projected to decline in the short term, before increasing owing to the lagged pass-through of energy prices and then moderating in 2028 (Chart 7, panel b). It is expected to fall from 2.5% in the first quarter of 2026 to 2.1% in the third quarter, mainly driven by developments in the unprocessed food component. This decline also reflects the recent easing in prices of certain food commodities, such as sugar, cocoa and coffee. Food inflation is subsequently projected to rise to around 2.6% at the end of 2026 and to increase further to 2.9% in 2027 owing to the delayed pass-through of higher energy prices. In 2028 food inflation is expected to decline to 2.3%, reflecting declining commodity prices and easing wage pressures.",0.04468864468864469
48,Note: The vertical line indicates the start of the current projection horizon.,0.0
49,"HICPX inflation is expected to remain somewhat more persistent but to nevertheless moderate by 0.1 percentage points in each year of the horizon, falling from 2.4% in 2025 to 2.1% in 2028 (Chart 8). While HICPX inflation is also affected by cost pressures from higher energy prices, this is seen to be tempered by somewhat lower labour cost pressures, the past appreciation of the euro and import penetration from China. HICPX inflation is projected to be 2.3% in the first quarter of 2026 and to decline only very gradually to 2.1% by the end of the horizon. Services inflation is expected to be pushed up by some energy-related cost pressures – in particular affecting transport services – although this will be tempered by a gradually easing of labour costs. Non-energy industrial goods inflation is expected to hover around current levels in the short term, reflecting the dampening effects of the past appreciation of the euro and import penetration from China, despite being partially offset by higher energy input cost pressures.",0.07156862745098037
50,"Notes: The vertical line indicates the start of the current projection horizon. This chart does not show uncertainty bands around the projections. This reflects the fact that the standard computation of the fan charts (based on historical projection errors) would not, in the present circumstances, provide a reliable indication of the high uncertainty surrounding the current projections. Instead, in order to better illustrate the current uncertainty, alternative scenarios which assume varying degrees of severity of the economic impact of the war in the Middle East are presented in Section 3.",0.08600000000000001
51,"Compared with the December 2025 projections, headline HICP inflation has been revised up by 0.7 percentage points for 2026 mainly owing to energy inflation, with much smaller upward revisions for 2027 and 2028 owing to the non-energy components (Chart 9). The upward revision to headline inflation in 2026 is mainly due to a strong upward revision to energy inflation in line with the assumptions. Energy inflation has been revised down throughout the rest of the projection horizon as a result of the rapid unwinding of the short-term spike in oil and wholesale gas price assumptions (see Box 2). The upward revision to headline inflation in 2027 and 2028 reflects the delayed pass-through of higher cost pressures from higher energy prices to the HICPX and food components. The upward revisions to food and HICPX inflation in part reflect a limited upward adjustment based on staff judgement to capture stronger pass-through effects from higher energy prices, which may be underestimated slightly by the standard modelling tools in the context of large shocks to energy prices.",0.08713624338624339
52,Revisions to the inflation projection compared with the December 2025 projections,0.0
53,Notes: The revisions are calculated based on unrounded figures.,0.0
54,"(annual percentage changes, revisions in percentage points)",0.0
55,"Notes: Revisions are calculated using figures rounded to one decimal place. The figures for the GDP and import deflators, unit labour costs, compensation per employee and productivity per employee refer to seasonally and working day-adjusted data. Historical data may differ from the latest Eurostat publications owing to data releases after the cut-off date for the projections. Data are available for downloading, also at quarterly frequency, from the Macroeconomic Projection Database on the ECB’s website.",0.3
56,"Nominal wage growth is expected to ease further in 2026 and then move broadly sideways over the remainder of the projection horizon, albeit at a higher rate than foreseen in the December projections. According to Eurostat data, growth in compensation per employee decreased to 3.7% in the fourth quarter of 2025, compared with 3.9% foreseen in the December projections. It is expected to slow from 3.9% on average in 2025 to 3.1% in the last quarter of 2026, and then to remain broadly around this level in 2027-28 (Chart 10, panel a). Real wage growth is projected to decline in 2026 and gradually converge towards productivity growth in the latter half of the projection horizon (Chart 10, panel b). Compared with the December 2025 projections, growth in compensation per employee has been revised up over the full projection horizon reflecting some inflation compensation effects related to the energy price shock.",-0.018229166666666678
57,"Notes: The vertical line indicates the start of the current projection horizon. In panel b), the figures are deflated by the private consumption deflator.",0.0
58,"Growth in unit labour costs is projected to moderate only slightly in 2026, driven by lower wage growth which is partially offset by lower productivity growth, and then to decline further in 2028 as productivity growth recovers. On average, unit labour cost growth is expected to moderate from 3.1% in 2025 to 3.0% in 2026 and to 2.1% in 2028. GDP deflator growth is expected to decline from an average of 2.5% in 2025 to 2.2% in 2028 on the back of lower growth in unit labour costs. Compared with the December 2025 projections, GDP deflator growth has been revised up somewhat over the projection horizon.",-0.06969696969696969
59,"While recent outturns for import prices have been dampened by the appreciation of the euro and low-cost sourcing from China, they are expected to increase sharply in the second quarter of 2026, driven by energy commodity prices. In annual terms, the growth rate of the import deflator is projected to rise from -0.1% in 2025 to 4.3% in 2026. Thereafter it is projected to decline quickly, reflecting the assumed declines in energy prices.",0.02166666666666666
60,"After loosening slightly in 2025, the euro area fiscal stance is projected to loosen more strongly in 2026 and to tighten somewhat over 2027-28 but the outlook is subject to uncertainty (Table A).[12] The loosening in 2026 is mainly on account of higher public investment and fiscal transfers. The increase in investment reflects primarily high defence and infrastructure spending in Germany, alongside other smaller countries, and to some extent investment funded by the Next Generation EU (NGEU) programme. In 2027 and 2028 the tightening in the fiscal stance is explained by expected consolidation in many countries, including Italy, France and Spain, and the expiration of most of the stimulus from NGEU grants, which is largely offset by stimulus mostly in Germany. The fiscal outlook is subject to high uncertainty exacerbated by the war in the Middle East. The fiscal stance may turn more expansionary than assumed in the baseline if governments respond with energy support measures.",0.15796428571428572
61,"Compared with the December 2025 projections, the fiscal stance is expected to be somewhat looser (by about 0.2 percentage points of GDP) over 2025-28. The latest data indicate that the fiscal stance in 2025 was looser by about 0.1 percentage points of GDP compared with December. This was mainly on account of higher government investment, particularly in Germany where it was related to defence, as well as in Italy and France. The fiscal stance for 2026-28 is expected to be cumulatively about 0.1 percentage points of GDP looser. This is mostly driven by less restrictive discretionary measures in France following the recent changes to the 2026 budget. The loosening in France is partly offset by tightening in other countries, mostly stemming from less dynamic expenditure growth.",0.09499999999999999
62,(percentage of GDP; revisions in percentage points),0.0
63,"Note: Revisions are based on unrounded figures.1) The fiscal stance is measured as the change in the cyclically adjusted primary balance. The figures shown are also adjusted for paid and expected grants under the Next Generation EU (NGEU) programme, which do not have an impact on the economy on the revenue side. A negative (positive) figure implies a loosening (tightening) of the fiscal stance.2) The structural budget balance is calculated as the government balance net of transitory effects of the economic cycle (or the cyclically adjusted primary balance, referenced above, plus interest payments) and net of measures classified under the European System of Central Banks definition as temporary.",0.06893939393939395
64,"The euro area budget deficit and debt ratios are projected to increase and have been revised up relative to the December projections (Table A). After remaining broadly unchanged in 2025, at 3.1% of GDP, the euro area budget deficit is projected to increase rather strongly to 3.6% of GDP in 2027 and to stabilise at this level in 2028. This increase mainly reflects a rising ratio of interest payments to GDP (by about 0.4 percentage points), followed by a deterioration in the cyclically adjusted primary balance, which is only slightly offset by an improvement in the cyclical component at the end of the horizon. The euro area debt-to-GDP ratio is on an increasing path as the continuous primary deficits and positive deficit-debt adjustments outweigh the favourable, though diminishing, effects of interest rate-growth differentials. Compared with the December projections, the budget deficit and government debt have been revised up over the entire projection horizon on account of the worsening of the cyclically adjusted primary balance.",0.17482782369146008
65,"Given the high uncertainty surrounding the range of possible outcomes from the current war in the Middle East and its impact on energy prices and uncertainty, and the propagation to the economy, this section presents illustrative alternative scenarios which complement the baseline assessment.[13] These scenarios incorporate important lessons from the ECB’s 2025 assessment of the monetary policy strategy – namely that non-linearities and second-round effects on inflation can matter in the context of large shocks, and that scenarios are a key device for communication in an environment of heightened uncertainty and volatility. These scenarios offer illustrative examples of hypothetical alternative paths for energy commodity prices and their propagation to the euro area economy. The staff do not assign any probabilities to these scenarios – they serve rather to illustrate the key uncertainties regarding the impact of the conflict. While the baseline incorporates the energy commodity price paths embedded in the technical assumptions (see Box 2) and observed financial market uncertainty, the scenarios consider two possible alternatives path for the energy price, uncertainty and their transmission to the economy. These differ in three main respects: the intensity of the initial energy supply shock, the persistence of the disruptions, and the level of uncertainty (Table 4).",0.07238095238095238
66,"Both scenarios incorporate non-linearities, implying stronger indirect and second-round effects on euro area inflation than in the baseline, while monetary and fiscal policies are assumed not to react. In line with the 2025 assessment of the monetary policy strategy, allowing for non-linear adjustment is intended to capture the possibility that a larger energy price shock may propagate more strongly than a smaller shock across the broader economy. As is the standard convention for scenario analyses in the staff projections, the scenarios assume unchanged monetary and fiscal policy compared with the baseline.",0.18666666666666668
67,Narrative of the baseline and alternative scenarios regarding the war in the Middle East,0.0
68,Fiscal and monetary policy response in the euro area,0.0
69,No explicit assumption on the duration of the conflict or destruction of energy infrastructure,0.0
70,Energy prices follow the latest technical assumptions (cut-off date of 11 March 2026),0.25
